	Topic_0	Topic_1	Topic_2	Topic_3	Topic_4	Topic_5	Topic_6	Topic_7	Topic_8	Topic_9	Topic_10
0	0.09348385818974052	0.089126559714795	0.089126559714795	0.089126559714795	0.10437710437710435	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
1	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093
2	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.08954933954933955	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.1045066045066045	0.10664335664335663
3	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.104631217838765	0.104631217838765	0.08576329331046312	0.104631217838765	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312
4	0.12587412587412586	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874
5	0.11261872455902305	0.067842605156038	0.067842605156038	0.08276797829036635	0.08608472787577265	0.15739484396200815	0.09271822704658525	0.11261872455902305	0.067842605156038	0.067842605156038	0.0844263530830695
6	0.089126559714795	0.089126559714795	0.09566250742721329	0.09784115666468605	0.09348385818974052	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
7	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.10873440285204988	0.089126559714795	0.089126559714795
8	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874
9	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.11946386946386946	0.09382284382284382	0.0874125874125874	0.0874125874125874
10	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093
11	0.089126559714795	0.10655575361457711	0.09130520895226776	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
12	0.09880624426078971	0.09880624426078971	0.10082644628099173	0.08264462809917356	0.10082644628099173	0.08264462809917356	0.10082644628099173	0.08264462809917356	0.08264462809917356	0.08466483011937558	0.08466483011937558
13	0.089126559714795	0.089126559714795	0.089126559714795	0.10437710437710435	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.09348385818974052	0.089126559714795
14	0.09923799397483608	0.07974481658692184	0.09144072301967039	0.10313662945241893	0.11288321814637603	0.07974481658692184	0.11483253588516745	0.07974481658692184	0.07974481658692184	0.07974481658692184	0.07974481658692184
15	0.12587412587412586	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874
16	0.08417508417508418	0.08417508417508418	0.08417508417508418	0.08829031051253274	0.08417508417508418	0.08623269734380846	0.09652076318742986	0.12121212121212122	0.1026936026936027	0.08417508417508418	0.08417508417508418
17	0.10873440285204988	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
18	0.1025347817800648	0.08785972936916332	0.12349914236706688	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312
19	0.10227272727272727	0.10574494949494949	0.08491161616161615	0.07275883838383838	0.10053661616161615	0.0918560606060606	0.07275883838383838	0.10227272727272727	0.07102272727272727	0.11442550505050501	0.08143939393939392
20	0.10873440285204988	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
21	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874
22	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.15824915824915822	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417
23	0.09399075500770418	0.07704160246533129	0.09022427666495464	0.07892484163670606	0.0921075158363294	0.1278890600924499	0.09964047252182846	0.10905666837870229	0.07704160246533129	0.07704160246533129	0.07704160246533129
24	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093
25	0.08712121212121214	0.10299422799422801	0.08315295815295816	0.08116883116883117	0.08315295815295816	0.08116883116883117	0.08116883116883117	0.09902597402597403	0.11093073593073594	0.09307359307359309	0.09704184704184704
26	0.08417508417508417	0.08623269734380845	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.1212121212121212	0.08417508417508417	0.10269360269360268	0.08417508417508417	0.10063598952487841	0.08417508417508417
27	0.07836990595611285	0.08220132358063394	0.1013584117032393	0.08028561476837338	0.08220132358063394	0.09369557645419714	0.08986415882967608	0.12626262626262627	0.07836990595611285	0.10902124695228144	0.07836990595611285
28	0.10082644628099173	0.10082644628099173	0.08264462809917356	0.10082644628099173	0.11900826446280992	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356
29	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.12349914236706688	0.08576329331046312	0.08576329331046312	0.104631217838765	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312
30	0.13719008264462806	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.08264462809917356	0.10082644628099173	0.08264462809917356	0.10082644628099173	0.08264462809917356	0.08264462809917356
31	0.0874125874125874	0.0874125874125874	0.10450660450660448	0.08954933954933954	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874
32	0.08576329331046313	0.08785972936916334	0.08576329331046313	0.08576329331046313	0.08576329331046313	0.08576329331046313	0.08576329331046313	0.08576329331046313	0.08576329331046313	0.08576329331046313	0.14027063083666855
33	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.10664335664335663	0.0874125874125874	0.0874125874125874	0.09168609168609168	0.0874125874125874	0.0874125874125874	0.10236985236985235
34	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.10664335664335663	0.0874125874125874	0.10664335664335663	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874
35	0.08116883116883117	0.08116883116883117	0.08116883116883117	0.08116883116883117	0.08116883116883117	0.1268037518037518	0.09902597402597403	0.11688311688311688	0.08116883116883117	0.08116883116883117	0.08910533910533912
36	0.08576329331046312	0.08576329331046312	0.104631217838765	0.08576329331046312	0.104631217838765	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.104631217838765
37	0.09902597402597403	0.102994227994228	0.08116883116883117	0.08116883116883117	0.09902597402597403	0.08116883116883117	0.08116883116883117	0.08116883116883117	0.08116883116883117	0.13077200577200576	0.08116883116883117
38	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.10873440285204988	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
39	0.07704160246533127	0.07704160246533127	0.11093990755007703	0.07892484163670604	0.10340695086457798	0.07704160246533127	0.09399075500770417	0.08834103749357987	0.1071734292073275	0.08269131997945557	0.10340695086457798
40	0.10450660450660448	0.0874125874125874	0.0874125874125874	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.08954933954933954	0.0874125874125874
